Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
GEN           ,$162.57M,"Genesis Healthcare, Inc.",1.04,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gen
GNE,$153.73M,Genie Energy Ltd.,6.23,2011,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/gne
GNE^A,n/a,Genie Energy Ltd.,7.51,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gne^a
G,$5.44B,Genpact Limited,28.18,2007,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/g
GPC,$12.68B,Genuine Parts Company,86.35,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpc
GNW,$1.89B,Genworth Financial Inc,3.79,2004,Finance,Life Insurance,http://www.nasdaq.com/symbol/gnw
GEO,$3.16B,Geo Group Inc (The),25.51,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/geo
GPRK,$512.37M,Geopark Ltd,8.53,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gprk
GPE^A,n/a,Georgia Power Company,25.33,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gpe^a
GGB,$6.2B,Gerdau S.A.,3.63,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/ggb
GTY,$1.13B,Getty Realty Corporation,28.55,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/gty
GGP,$18.29B,GGP Inc.,20.74,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp
GGP^A,n/a,GGP Inc.,25.11,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp^a
GIMO,$1.61B,Gigamon Inc.,43.05,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/gimo
GIL,$6.89B,"Gildan Activewear, Inc.",30.99,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/gil
GLT,$793.23M,Glatfelter,18.2,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/glt
GKOS,$1.11B,Glaukos Corporation,32.2,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gkos
GSK,$99.17B,GlaxoSmithKline PLC,40.33,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gsk
BRSS,$703.14M,"Global Brass and Copper Holdings, Inc.",32.1,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/brss
GMRE,$191M,Global Medical REIT Inc.,8.83,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gmre
GNL,$1.45B,"Global Net Lease, Inc.",21.59,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gnl
GNL^A,n/a,"Global Net Lease, Inc.",25.14,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnl^a
GLP,$577.92M,Global Partners LP,17,2005,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/glp
GPN,$15.3B,Global Payments Inc.,96.34,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/gpn
GSL,$69.83M,"Global Ship Lease, Inc.",1.27,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gsl
GSL^B,n/a,"Global Ship Lease, Inc.",23.5,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gsl^b
GLOB,$1.34B,Globant S.A.,38.45,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/glob
GMED,$2.81B,"Globus Medical, Inc.",29.23,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gmed
GMS,$1.41B,GMS Inc.,34.52,2016,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/gms
GNC,$627.17M,"GNC Holdings, Inc.",9.16,2011,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/gnc
GDDY,$7.38B,GoDaddy Inc.,44.72,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/gddy
GOL,$23.47B,Gol Linhas Aereas Inteligentes S.A.,22.4,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/gol
GFI,$3.51B,Gold Fields Limited,4.27,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gfi
GG,$11.04B,Goldcorp Inc.,12.74,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gg
GSBD,$881.21M,"Goldman Sachs BDC, Inc.",21.97,2015,n/a,n/a,http://www.nasdaq.com/symbol/gsbd
GS,$89.48B,"Goldman Sachs Group, Inc. (The)",231.29,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gs
GS^A,n/a,"Goldman Sachs Group, Inc. (The)",23.9012,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^a
GS^B,n/a,"Goldman Sachs Group, Inc. (The)",26,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^b
GS^C,n/a,"Goldman Sachs Group, Inc. (The)",23.9,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^c
GS^D,n/a,"Goldman Sachs Group, Inc. (The)",23.22,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^d
GS^I,n/a,"Goldman Sachs Group, Inc. (The)",25.6102,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^i
GS^J,n/a,"Goldman Sachs Group, Inc. (The)",27.05,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^j
GS^K,n/a,"Goldman Sachs Group, Inc. (The)",29.1,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^k
GS^N,n/a,"Goldman Sachs Group, Inc. (The)",27.3,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gs^n
GER,$535.67M,Goldman Sachs MLP Energy Renaissance Fund,6.77,1986,n/a,n/a,http://www.nasdaq.com/symbol/ger
GMZ,$403.09M,Goldman Sachs MLP Income Opportunities Fund,9.09,2013,n/a,n/a,http://www.nasdaq.com/symbol/gmz
GRC,$815.6M,Gorman-Rupp Company (The),31.25,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/grc
GPX,$493.41M,GP Strategies Corporation,29.5,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gpx
GGG,$6.84B,Graco Inc.,122.17,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ggg
GHM,$200.06M,Graham Corporation,20.48,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm
GHC,$3.16B,Graham Holdings Company,565.1,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ghc
GPT,$4.64B,Gramercy Property Trust,30.57,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gpt
GPT^A,n/a,Gramercy Property Trust Inc.,26.6,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpt^a
GRAM,$580.85M,Grana y Montero S.A.A.,4.4,2013,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gram
GVA,$2.29B,Granite Construction Incorporated,57.53,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gva
GPMT,$822.75M,Granite Point Mortgage Trust Inc.,19.03,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/gpmt
GRP.U,n/a,Granite Real Estate Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grp.u
GPK,$4.24B,Graphic Packaging Holding Company,13.69,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/gpk
GTN,$1.05B,"Gray Television, Inc.",14.5,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/gtn
GTN.A,n/a,"Gray Television, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gtn.a
AJX,$258.94M,Great Ajax Corp.,14.19,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ajx
AJXA,n/a,Great Ajax Corp.,25.85,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ajxa
GXP,$6.58B,Great Plains Energy Inc,30.5,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/gxp
GWB,$2.25B,"Great Western Bancorp, Inc.",38.21,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gwb
GDOT,$2.44B,Green Dot Corporation,48.4,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gdot
GBX,$1.28B,"Greenbrier Companies, Inc. (The)",44.75,1994,Capital Goods,Railroads,http://www.nasdaq.com/symbol/gbx
GHL,$426.79M,"Greenhill & Co., Inc.",14.4,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ghl
GEF,$3.39B,Greif Bros. Corporation,57.55,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef
GEF.B,n/a,Greif Bros. Corporation,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef.b
GFF,$987.66M,Griffon Corporation,20.9,n/a,Capital Goods,Building Products,http://www.nasdaq.com/symbol/gff
GPI,$1.4B,"Group 1 Automotive, Inc.",66.91,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpi
GRUB,$4.62B,GrubHub Inc.,53.51,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grub
PAC,$5.99B,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",106.69,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/pac
ASR,$6B,"Grupo Aeroportuario del Sureste, S.A. de C.V.",199.92,n/a,Transportation,Aerospace,http://www.nasdaq.com/symbol/asr
AVAL,$10.12B,Grupo Aval Acciones y Valores S.A.,9.08,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/aval
BSMX,$13.46B,Grupo Financiero Santander Mexico S.A. B. de C.V.,9.93,2012,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsmx
SUPV,$1.69B,Grupo Supervielle S.A.,22.74,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/supv
TV,$14.77B,Grupo Televisa S.A.,25.01,1993,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tv
GTT,$1.32B,"GTT Communications, Inc.",31.95,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gtt
GSH,$4.13B,Guangshen Railway Company Limited,29.1511,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/gsh
GES,$1.32B,"Guess?, Inc.",15.82,1996,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ges
GGM,$166.71M,Guggenheim Credit Allocation Fund,22.75,2013,n/a,n/a,http://www.nasdaq.com/symbol/ggm
GPM,$404.95M,Guggenheim Enhanced Equity Income Fund,8.43,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpm
GOF,$479.73M,Guggenheim Strategic Opportunities Fund,21.23,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gof
GBAB,$397.79M,Guggenheim Taxable Municipal Managed Duration Trst,22.84,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbab
GWRE,$5.74B,"Guidewire Software, Inc.",77.16,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
HRB,$5.48B,"H&R Block, Inc.",26.21,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hrb
FUL,$2.8B,H. B. Fuller Company,55.49,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/ful
HAE,$2.21B,Haemonetics Corporation,42.02,1991,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hae
HK,$951.48M,Halcon Resources Corporation,6.34,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hk
HK.WS,n/a,Halcon Resources Corporation,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hk.ws
HAL,$37.9B,Halliburton Company,43.48,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal
HYH,$2.14B,"Halyard Health, Inc.",45.79,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
HBI,$8.93B,Hanesbrands Inc.,24.5,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/hbi
HASI,$1.28B,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",24.07,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hasi
HOG,$8.18B,"Harley-Davidson, Inc.",47.96,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog
HMY,$796.21M,Harmony Gold Mining Company Limited,1.82,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hmy
HRS,$15.61B,Harris Corporation,131.06,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs
HSC,$1.56B,Harsco Corporation,19.4,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hsc
HHS,$54.76M,"Harte-Hanks, Inc.",0.8835,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
HGH,n/a,"Hartford Financial Services Group, Inc. (The)",30.89,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
HIG,$19.8B,"Hartford Financial Services Group, Inc. (The)",54.35,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hig
HIG.WS,n/a,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hig.ws
HVT,$519.85M,"Haverty Furniture Companies, Inc.",24.5,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hvt
HVT.A,n/a,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hvt.a
HE,$3.65B,"Hawaiian Electric Industries, Inc.",33.56,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
HE^U,n/a,"Hawaiian Electric Industries, Inc.",27.6,n/a,n/a,n/a,http://www.nasdaq.com/symbol/he^u
HCHC,$218.93M,"HC2 Holdings, Inc.",5.09,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hchc
HCA,$28.05B,"HCA Healthcare, Inc.",77.65,2011,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca
HCI,$367.7M,"HCI Group, Inc.",36.82,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hci
HCP,$13.4B,"HCP, Inc.",28.57,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcp
HDB,$83.57B,HDFC Bank Limited,97.84,2001,Finance,Commercial Banks,http://www.nasdaq.com/symbol/hdb
HR,$3.83B,Healthcare Realty Trust Incorporated,32.86,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hr
HTA,$6.05B,"Healthcare Trust of America, Inc.",30.15,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hta
HLS,$4.29B,HealthSouth Corporation,43.44,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
HL,$2.03B,Hecla Mining Company,5.1,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl
HL^B,n/a,Hecla Mining Company,53.5,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl^b
HEI,$7.55B,Heico Corporation,89.38,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/hei
HEI.A,n/a,Heico Corporation,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hei.a
HLX,$1.11B,"Helix Energy Solutions Group, Inc.",7.54,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hlx
HP,$5.48B,"Helmerich & Payne, Inc.",50.43,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hp
HLF,$6.33B,Herbalife LTD.,67.42,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
HRI,$1.32B,Herc Holdings Inc.,46.49,2016,n/a,n/a,http://www.nasdaq.com/symbol/hri
HTGC,$1.03B,"Hercules Capital, Inc.",12.49,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgc
HTGX,n/a,"Hercules Capital, Inc.",25.4666,2014,n/a,n/a,http://www.nasdaq.com/symbol/htgx
HRTG,$299.67M,"Heritage Insurance Holdings, Inc.",11.75,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hrtg
HT,$768.08M,Hersha Hospitality Trust,18.36,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ht
HT^C,n/a,Hersha Hospitality Trust,25.56,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^c
HT^D,n/a,Hersha Hospitality Trust,25.5899,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
HT^E,n/a,Hersha Hospitality Trust,25.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^e
HSY,$22.85B,Hershey Company (The),107.55,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy
HTZ,$1.94B,"Hertz Global Holdings, Inc",23.16,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/htz
HES,$13.87B,Hess Corporation,43.63,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
HES^A,n/a,Hess Corporation,54.539,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
HESM,$1.22B,Hess Midstream Partners LP,22.27,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hesm
HPE,$22.33B,Hewlett Packard Enterprise Company,13.79,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
HXL,$5.2B,Hexcel Corporation,57.92,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HF,$1.47B,"HFF, Inc.",38.22,2007,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/hf
HCLP,$892.1M,Hi-Crush Partners LP,9.8,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hclp
HIW,$5.35B,"Highwoods Properties, Inc.",51.87,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
HIL,$256.8M,"Hill International, Inc.",4.95,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/hil
HI,$2.37B,Hillenbrand Inc,37.55,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
HRC,$4.82B,Hill-Rom Holdings Inc,73.23,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HTH,$2.4B,Hilltop Holdings Inc.,24.88,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
HGV,$3.76B,Hilton Grand Vacations Inc.,37.97,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hgv
HLT,$21.83B,Hilton Worldwide Holdings Inc.,67.34,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt
HNI,$1.69B,HNI Corporation,38.26,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hni
HMLP,$605.57M,Hoegh LNG Partners LP,18.4,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hmlp
HEP,$2.2B,"Holly Energy Partners, L.P.",34.24,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
HFC,$6.01B,HollyFrontier Corporation,33.88,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
HD,$187.66B,"Home Depot, Inc. (The)",159.19,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd
HMC,$53.58B,"Honda Motor Company, Ltd.",29.73,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc
HON,$107.13B,Honeywell International Inc.,140.86,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon
HMN,$1.53B,Horace Mann Educators Corporation,37.6,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
HZN,$417.93M,Horizon Global Corporation,16.76,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hzn
HTF,$293.54M,Horizon Technology Finance Corporation,25.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
HRL,$16.46B,Hormel Foods Corporation,31.19,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl
HOS,$156.63M,Hornbeck Offshore Services,4.23,2004,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hos
HST,$13.54B,"Host Hotels & Resorts, Inc.",18.29,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst
HLI,$2.56B,"Houlihan Lokey, Inc.",38.28,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
HOV,$256.81M,Hovnanian Enterprises Inc,1.74,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hov
HHC,$4.99B,Howard Hughes Corporation (The),115.62,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
HPQ,$33.02B,HP Inc.,19.77,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HRG,$3.04B,"HRG Group, Inc.",15.14,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
HSBC,$196.59B,HSBC Holdings plc,48.98,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc
HSBC^A,n/a,HSBC Holdings plc,26.42,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
HSEA,n/a,HSBC Holdings plc,27.85,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsea
HSEB,n/a,HSBC Holdings plc,27.02,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hseb
HNP,$9.59B,"Huaneng Power International, Inc.",25.23,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
HUBB,$6.2B,Hubbell Inc,113.3,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
HUBS,$2.74B,"HubSpot, Inc.",74,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HBM,$1.82B,Hudbay Minerals Inc.,7.65,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hbm
HBM.WS,n/a,Hudbay Minerals Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
HPP,$5.08B,"Hudson Pacific Properties, Inc.",32.57,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
HGT,$69M,Hugoton Royalty Trust,1.725,1999,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hgt
HUM,$34.49B,Humana Inc.,238.64,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
HII,$9.95B,"Huntington Ingalls Industries, Inc.",219.18,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
HUN,$7.36B,Huntsman Corporation,27.66,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
H,$7.44B,Hyatt Hotels Corporation,61.2,2009,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/h
HY,$1.2B,"Hyster-Yale Materials Handling, Inc.",73.03,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/hy
IAG,$2.9B,Iamgold Corporation,6.25,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/iag
IBN,$28.34B,ICICI Bank Limited,8.84,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ibn
IDA,$4.46B,"IDACORP, Inc.",88.52,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IEX,$9.41B,IDEX Corporation,123.15,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
IDT,$352.93M,IDT Corporation,14.21,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt
ITW,$50.71B,Illinois Tool Works Inc.,147.34,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMAX,$1.48B,Imax Corporation,22.9,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/imax
